id_cliente;id_pedido;id_motivo_devolucao;quantidade;dt_devolucao
107534;102459;9;5;01/11/2024
148086;69489;5;1;05/09/2024
17434;338887;9;4;09/02/2024
47426;294598;2;3;01/01/2024
9731;49843;3;4;07/01/2024
159998;47428;2;5;30/10/2024
193768;292243;5;5;06/04/2024
77639;5172;3;2;24/06/2024
91377;235947;7;2;18/08/2024
138171;341560;2;1;03/01/2024
94013;83092;4;1;14/11/2024
114803;317379;5;1;11/01/2024
153371;231126;8;3;29/05/2024
32474;237439;7;5;24/10/2024
37538;9208;7;2;17/03/2024
135074;133892;3;5;02/01/2024
75948;284352;7;1;22/07/2024
113218;173741;1;3;30/07/2024
95634;157824;2;5;09/03/2024
166030;278026;3;1;24/08/2024
1073;269332;3;5;26/09/2024
43860;1663;6;2;02/01/2024
126095;171957;7;3;24/05/2024
53167;316455;3;4;09/02/2024
91026;35030;3;2;16/05/2024
182111;349903;5;5;16/10/2024
46034;295856;3;2;08/03/2024
3863;153451;2;1;17/05/2024
69104;245573;7;5;06/01/2024
20503;133454;2;1;02/07/2024
23364;119570;7;2;17/07/2024
89738;39153;7;1;09/11/2024
2668;161505;3;5;30/07/2024
2167;291728;5;3;21/07/2024
29983;266532;4;3;22/01/2024
4464;146578;8;4;22/01/2024
166292;300487;3;5;08/09/2024
190464;18166;3;1;18/01/2024
58474;282436;3;2;07/04/2024
63362;149743;4;5;21/02/2024
149846;124242;2;3;25/03/2024
60532;118038;2;2;16/02/2024
35494;308640;4;4;28/09/2024
133305;293645;9;3;26/01/2024
75177;261091;5;1;11/06/2024
80191;167229;4;2;05/06/2024
70201;199416;6;5;22/05/2024
90577;116476;9;5;11/01/2024
101928;334061;9;3;07/07/2024
188549;337816;2;2;28/02/2024
99206;252122;8;2;29/09/2024
31392;187016;3;5;04/04/2024
15846;255953;5;4;03/06/2024
31528;162673;7;4;08/02/2024
64442;327223;1;2;16/06/2024
96973;244851;1;5;28/02/2024
159018;156218;8;1;12/10/2024
33727;165113;2;4;14/08/2024
78197;119180;7;3;16/10/2024
141519;137471;9;5;01/01/2024
137273;182389;6;1;14/04/2024
161672;253176;4;3;08/02/2024
135280;138532;6;5;08/03/2024
86047;303648;2;4;07/09/2024
103162;113238;2;4;10/10/2024
148799;328742;9;2;17/06/2024
164660;170518;6;1;12/10/2024
2185;72240;4;5;18/04/2024
34875;299097;9;1;27/02/2024
184300;186975;3;5;24/06/2024
12165;313476;2;4;24/01/2024
97456;14368;6;3;24/02/2024
150177;28026;6;1;28/04/2024
48887;82053;7;2;31/08/2024
93400;292298;9;1;13/02/2024
18299;323687;2;2;27/07/2024
184143;6259;4;3;10/10/2024
30787;149756;2;1;04/06/2024
144096;47739;1;5;24/04/2024
142773;21797;3;1;18/05/2024
22311;215780;7;2;05/03/2024
107644;97028;4;3;03/09/2024
23063;232382;1;1;28/10/2024
4274;264137;3;1;01/08/2024
96804;323677;5;5;07/01/2024
20899;93286;2;2;25/09/2024
14177;269153;7;4;05/05/2024
106822;316576;8;5;13/10/2024
63447;321709;9;1;07/10/2024
53136;177851;8;5;28/04/2024
151273;323366;7;3;14/07/2024
54979;348434;5;5;16/05/2024
121525;46877;2;4;04/02/2024
109489;153236;3;2;03/08/2024
183468;101161;4;1;11/07/2024
132632;269550;5;3;05/08/2024
159034;129529;1;1;04/09/2024
8892;190446;3;3;03/10/2024
61822;25234;6;4;01/09/2024
154741;72476;1;3;17/02/2024
34116;275897;7;3;26/07/2024
21095;38674;2;5;27/08/2024
81786;220718;8;1;25/05/2024
10575;314044;8;4;03/07/2024
17908;206813;6;3;21/01/2024
164576;165085;6;4;15/08/2024
16239;326497;8;2;06/11/2024
73091;78253;5;3;12/01/2024
172920;166557;7;5;20/05/2024
12315;266729;5;3;26/06/2024
63675;89507;7;3;11/04/2024
129635;127802;7;4;19/08/2024
93948;23468;1;3;21/09/2024
52338;21659;2;1;14/08/2024
110429;270210;1;5;01/07/2024
114371;71277;8;5;05/03/2024
168106;235782;2;4;22/10/2024
132888;30599;6;1;26/02/2024
41447;127185;7;1;20/02/2024
168792;47672;7;5;26/03/2024
52313;20980;2;3;22/07/2024
66309;79906;2;2;18/09/2024
24725;342572;7;2;10/11/2024
131860;230819;8;4;17/09/2024
163263;112138;4;1;24/06/2024
19927;340104;3;5;08/10/2024
20603;332281;7;2;31/01/2024
122205;63886;9;3;31/10/2024
59188;229887;5;2;07/04/2024
25667;13271;9;3;08/07/2024
153712;315764;9;1;08/04/2024
15884;53968;5;3;11/01/2024
62964;226742;7;3;26/09/2024
88406;46358;1;5;06/11/2024
9693;78085;4;3;25/09/2024
140479;44143;7;2;05/10/2024
84751;149212;4;3;04/03/2024
25990;305371;6;4;28/08/2024
103069;62124;7;3;16/10/2024
180948;103037;6;3;15/03/2024
71545;196323;4;2;30/10/2024
153368;348573;2;5;04/07/2024
166978;81872;6;4;22/01/2024
160395;102185;6;5;04/02/2024
22429;328177;9;2;04/02/2024
45253;345690;4;2;01/07/2024
176980;244001;2;4;22/03/2024
119558;41023;8;5;12/02/2024
192136;176972;1;4;08/03/2024
147946;329917;4;3;02/01/2024
53448;312681;1;5;02/04/2024
44420;109854;3;5;12/11/2024
81080;234273;4;5;27/08/2024
125506;345287;6;5;06/08/2024
110048;166981;1;4;26/05/2024
60659;159622;2;3;22/07/2024
173526;22670;8;5;23/07/2024
113753;31617;9;5;17/04/2024
55087;242046;3;3;26/03/2024
125380;260993;6;1;29/10/2024
129063;20054;7;2;16/03/2024
56461;109074;8;4;24/07/2024
113880;201957;4;4;06/02/2024
172580;273741;5;5;11/07/2024
44174;281241;8;1;26/03/2024
63797;156651;5;3;16/05/2024
146217;7749;7;2;26/01/2024
96985;93180;9;4;20/09/2024
58957;206422;5;5;26/01/2024
138307;14733;5;5;16/03/2024
53588;54412;3;1;29/05/2024
79546;279475;1;2;26/05/2024
49485;283197;7;2;08/06/2024
183341;285223;9;1;10/07/2024
85106;249649;1;1;01/06/2024
46982;25872;4;2;10/08/2024
85351;227413;6;4;16/06/2024
5670;66623;5;5;31/05/2024
29802;71912;9;4;13/01/2024
182705;212646;9;3;05/04/2024
130596;176549;4;3;30/05/2024
142037;203502;7;5;09/08/2024
179945;120748;1;2;16/02/2024
158199;64226;6;1;19/06/2024
41825;180365;6;5;12/09/2024
187873;86829;5;3;30/04/2024
76830;280751;2;1;19/01/2024
92477;210774;4;3;29/03/2024
126328;262273;5;4;28/10/2024
64037;265307;9;4;12/06/2024
86281;152676;4;1;31/01/2024
177452;339979;3;3;20/02/2024
79527;213000;4;5;10/06/2024
17284;58191;1;5;10/01/2024
52430;25298;5;4;10/03/2024
24427;200151;7;1;15/08/2024
39357;210073;8;4;28/07/2024
90538;188825;2;4;04/01/2024
6012;252675;9;2;04/07/2024
75025;286469;8;4;23/04/2024
136134;297492;5;5;15/07/2024
56021;69233;1;4;13/02/2024
169435;81229;8;3;20/08/2024
178230;125304;1;3;06/07/2024
123601;152798;9;3;19/05/2024
193175;174033;8;4;24/01/2024
67137;62652;7;3;20/07/2024
89101;82481;8;2;29/03/2024
136764;114808;2;4;16/04/2024
687;269352;4;2;07/11/2024
42064;287058;1;5;17/10/2024
182923;111152;4;1;20/03/2024
187932;180678;4;5;21/09/2024
68272;2221;9;2;14/11/2024
69397;297607;3;1;10/09/2024
180322;191509;5;5;09/09/2024
8349;166349;9;5;16/07/2024
186895;152720;4;3;15/06/2024
28530;34048;4;2;13/07/2024
3654;304637;3;3;14/03/2024
88281;118953;4;4;20/06/2024
194366;132728;5;3;23/05/2024
12270;43965;4;2;15/08/2024
44709;4583;7;2;16/03/2024
89922;6740;8;4;21/07/2024
114907;60959;7;1;16/04/2024
161558;330047;3;2;02/09/2024
18065;192947;9;2;15/05/2024
66165;223350;8;3;01/01/2024
86238;323896;5;2;09/10/2024
27152;231369;7;4;30/04/2024
37969;194645;2;2;05/07/2024
27693;231830;7;1;18/02/2024
39488;30489;3;4;21/10/2024
157586;137971;9;4;02/11/2024
102602;223110;9;2;09/06/2024
24323;77713;3;2;06/11/2024
20446;67931;2;2;01/10/2024
17625;151212;4;3;11/03/2024
49849;110226;6;2;29/04/2024
70693;231289;8;1;06/04/2024
177070;335210;8;2;21/08/2024
152049;275928;4;3;22/06/2024
80199;261403;4;2;16/08/2024
72664;261807;8;2;27/09/2024
110082;135956;3;3;17/08/2024
100697;57815;4;2;08/07/2024
10660;9261;5;2;03/09/2024
153913;184961;2;5;20/03/2024
89736;238287;5;5;04/09/2024
145468;125951;7;3;22/01/2024
193297;24080;5;3;26/10/2024
25882;249150;5;3;13/03/2024
178048;190193;3;1;28/10/2024
165162;342032;8;4;26/04/2024
105667;175849;1;4;17/01/2024
146126;12038;7;3;11/05/2024
153994;288873;8;4;26/04/2024
119257;51985;2;1;10/10/2024
58411;83369;8;5;27/07/2024
118019;277906;8;2;10/04/2024
128799;12183;3;2;19/04/2024
157227;349276;6;4;31/10/2024
138366;245880;2;4;12/02/2024
49928;329713;4;1;24/02/2024
56811;198272;3;2;26/06/2024
176508;8524;2;2;03/01/2024
154145;263312;4;5;28/10/2024
184084;257870;2;1;08/07/2024
25737;255321;2;3;21/03/2024
44068;237256;8;3;09/10/2024
93885;96916;1;2;17/10/2024
71815;330247;1;4;06/08/2024
119113;277733;5;2;24/07/2024
1996;137562;1;1;12/09/2024
53114;106499;6;2;29/08/2024
122667;231019;5;2;21/03/2024
64331;346865;3;1;09/03/2024
77823;343434;4;5;11/09/2024
18359;320630;8;5;18/03/2024
101705;139547;5;1;14/11/2024
135024;206797;8;3;03/07/2024
147269;263573;7;1;15/05/2024
1683;117179;1;5;16/08/2024
709;2140;2;2;06/08/2024
45493;333460;1;1;07/05/2024
83637;293745;4;3;23/03/2024
159430;208530;8;3;03/01/2024
151151;22575;7;3;20/04/2024
178355;42524;5;2;26/01/2024
117561;274446;6;1;22/01/2024
173008;225437;7;2;04/05/2024
129907;106127;5;5;21/05/2024
26427;161213;8;5;22/09/2024
54732;257207;2;1;05/08/2024
80632;110952;2;4;28/07/2024
105291;61061;7;2;19/05/2024
58093;111363;2;3;03/07/2024
863;81488;6;4;16/08/2024
56376;71546;1;4;30/03/2024
49742;324530;5;4;17/09/2024
79411;299649;9;1;15/11/2024
88157;162661;2;2;17/06/2024
78261;326830;2;2;17/05/2024
91125;93577;5;3;15/09/2024
28969;16527;5;5;05/08/2024
408;29945;2;2;08/04/2024
1194;175745;4;5;19/02/2024
177207;64699;5;1;15/06/2024
555;141787;1;4;08/09/2024
24144;219821;1;5;26/03/2024
56822;156740;3;2;25/05/2024
104876;152499;6;1;29/06/2024
167630;202152;2;4;13/09/2024
7933;132597;2;1;27/05/2024
139363;13788;1;4;02/08/2024
11777;145003;4;2;04/07/2024
119966;290912;7;2;04/11/2024
94058;89708;7;3;31/07/2024
4343;165782;7;2;18/05/2024
56599;316653;2;5;21/02/2024
8903;318748;4;1;13/10/2024
63038;151407;2;2;18/03/2024
136623;163518;1;1;03/02/2024
83621;278754;5;5;26/05/2024
15559;140985;5;3;31/07/2024
90644;236900;2;1;27/02/2024
186048;208745;6;2;03/11/2024
19799;32023;2;2;23/04/2024
70535;309965;1;4;08/06/2024
178919;184243;8;1;09/07/2024
86021;40944;9;4;07/05/2024
69714;205979;9;5;23/03/2024
115073;129233;3;5;15/06/2024
5906;35111;3;3;10/02/2024
182904;300129;5;2;28/01/2024
90094;86082;7;5;19/02/2024
77896;331346;3;3;20/04/2024
86066;323456;4;4;03/05/2024
65297;78226;8;5;30/08/2024
31511;190975;8;2;09/09/2024
112055;127166;2;4;17/02/2024
144894;207464;6;5;01/08/2024
160736;272287;6;5;17/05/2024
47573;337002;6;3;15/11/2024
115697;98070;5;2;25/05/2024
175460;314306;1;4;12/10/2024
148585;311360;2;5;06/08/2024
182865;160479;9;1;28/09/2024
131763;46997;4;1;12/08/2024
63560;334165;4;1;27/06/2024
26003;118616;9;3;26/07/2024
80606;95482;6;4;16/02/2024
79341;67624;2;5;17/07/2024
124339;151417;7;2;29/03/2024
160628;347005;6;3;22/07/2024
90952;64587;5;1;11/11/2024
135430;127083;9;5;09/01/2024
146223;48461;6;1;10/01/2024
147097;141184;3;2;29/06/2024
60615;177347;1;4;23/01/2024
62429;44511;5;3;21/08/2024
41813;190635;4;4;02/09/2024
109182;230769;9;3;03/07/2024
3300;46139;7;1;18/09/2024
45806;322438;1;2;03/10/2024
159005;201875;4;5;26/10/2024
137172;20095;9;3;24/05/2024
113132;38879;1;1;30/08/2024
131501;254643;3;1;27/10/2024
16356;39148;2;4;07/04/2024
20856;214844;7;5;13/01/2024
83671;169938;6;4;01/04/2024
126139;41540;1;5;09/01/2024
45720;51773;4;4;18/02/2024
99910;206152;7;1;07/01/2024
186949;120302;7;3;29/02/2024
94764;122385;1;4;28/07/2024
121058;202747;9;4;30/09/2024
9047;6775;6;1;21/07/2024
146772;141613;6;1;24/09/2024
20301;218978;5;3;16/08/2024
11321;342511;1;2;21/06/2024
95673;201147;8;2;30/08/2024
19726;272757;2;5;12/09/2024
28397;342747;6;3;07/01/2024
177757;345868;1;3;21/02/2024
22616;73230;8;4;29/03/2024
192340;210862;1;5;08/09/2024
79633;187144;6;5;29/03/2024
77418;46013;8;3;16/02/2024
146530;122852;2;4;23/07/2024
31721;166712;6;4;27/05/2024
33263;1121;3;4;20/05/2024
142947;320631;3;3;09/04/2024
25851;119302;9;1;07/01/2024
119225;192636;7;5;13/06/2024
38363;311713;6;2;10/10/2024
39828;110674;3;4;05/02/2024
109528;169325;6;1;26/05/2024
142125;242234;3;1;09/03/2024
174693;296781;5;3;22/10/2024
80971;306407;6;3;31/07/2024
63140;7260;3;3;03/07/2024
115379;324188;7;1;12/05/2024
37252;227487;7;5;29/06/2024
135750;339663;2;1;26/05/2024
112196;284313;5;4;29/07/2024
164227;1331;8;5;14/06/2024
81167;87195;8;5;26/08/2024
182047;177199;9;3;11/11/2024
92250;262057;9;3;15/10/2024
12778;5965;2;4;24/01/2024
96203;12358;3;2;13/07/2024
11074;344784;5;1;04/07/2024
166473;249094;2;3;01/02/2024
94955;52284;2;5;27/04/2024
8271;129722;3;1;30/03/2024
6857;249256;4;3;29/06/2024
169160;229640;2;4;20/05/2024
107729;58013;2;4;06/10/2024
182504;30909;8;1;23/02/2024
17880;76846;9;2;08/06/2024
183709;178962;4;2;07/03/2024
31499;177253;1;2;01/06/2024
57203;322135;1;1;02/08/2024
191129;312599;7;1;11/04/2024
109418;138214;7;5;29/07/2024
187714;74207;5;1;22/03/2024
66355;318876;4;5;20/07/2024
3217;36553;8;1;09/11/2024
7825;173385;3;4;19/07/2024
159198;24399;2;1;01/09/2024
32963;97785;4;1;18/07/2024
11130;289232;1;3;04/03/2024
96396;81807;7;2;10/08/2024
20574;180384;6;2;20/07/2024
189920;217020;7;5;30/08/2024
65523;57590;1;3;14/05/2024
170830;216685;5;3;02/09/2024
123082;140862;9;2;06/02/2024
161770;283245;1;4;15/06/2024
189360;182783;4;1;09/05/2024
98726;345006;2;5;11/09/2024
66249;147759;5;2;14/04/2024
111451;70568;8;1;14/03/2024
138134;292482;7;4;29/02/2024
152217;102019;2;1;04/08/2024
34895;108954;2;4;19/03/2024
123961;268498;9;3;03/02/2024
99428;120364;7;1;31/07/2024
95127;119420;7;1;06/08/2024
26919;341244;5;1;11/07/2024
103172;313343;1;2;08/10/2024
9537;293654;9;5;28/02/2024
84015;160025;7;1;17/06/2024
158394;61629;6;4;05/02/2024
29673;183564;5;2;11/07/2024
115099;70770;4;2;14/01/2024
150532;304838;8;2;02/01/2024
173429;166780;7;5;08/11/2024
187163;26952;9;5;30/05/2024
46179;254003;7;1;04/04/2024
193762;146383;7;1;09/09/2024
154500;132142;1;5;14/07/2024
177997;31555;8;1;04/09/2024
115663;20256;1;3;13/07/2024
78899;8077;2;5;01/10/2024
174821;277597;9;5;12/05/2024
19768;6882;6;3;28/01/2024
164926;121840;8;3;04/02/2024
107731;99516;1;4;16/09/2024
159738;166105;3;1;01/07/2024
141648;308196;5;4;15/05/2024
65608;156007;6;1;04/05/2024
110226;255021;8;2;14/03/2024
13858;143177;2;1;23/05/2024
175813;97494;6;3;24/05/2024
127442;341676;5;2;02/10/2024
117169;234774;2;4;29/04/2024
9198;170547;7;3;25/01/2024
125013;284904;5;5;09/03/2024
24220;110015;6;2;20/05/2024
44109;29528;6;5;15/02/2024
39391;12482;3;3;08/07/2024
97460;73503;4;5;27/09/2024
111040;46796;4;5;05/07/2024
126068;11484;6;5;06/09/2024
57455;77889;4;4;26/02/2024
83774;73759;9;4;20/02/2024
128539;308184;5;1;03/09/2024
147659;307342;4;3;12/10/2024
169710;95074;3;2;14/11/2024
178287;65189;3;2;10/10/2024
90627;302488;6;1;09/10/2024
185582;189268;9;1;09/03/2024
92438;212723;9;4;27/10/2024
189066;90286;1;2;01/09/2024
20864;67463;2;4;22/07/2024
144720;93819;1;5;20/02/2024
121636;42386;7;2;16/03/2024
15935;218807;7;4;12/11/2024
84843;158338;9;2;14/04/2024
155538;346741;2;4;30/01/2024
136623;315297;2;2;18/03/2024
51984;63764;9;2;19/07/2024
34048;48880;6;2;31/10/2024
84916;8340;6;1;31/01/2024
29787;38763;9;3;22/02/2024
9701;26217;2;5;06/05/2024
107730;347504;9;3;13/03/2024
144199;150342;8;5;15/11/2024
46229;107502;1;1;15/03/2024
88172;115980;6;5;12/05/2024
61930;189634;3;1;12/02/2024
20927;189955;4;1;02/05/2024
1585;277913;2;1;05/10/2024
190317;209655;3;5;27/06/2024
16975;277596;2;2;11/06/2024
28103;64464;4;1;01/03/2024
45013;40572;4;4;26/10/2024
116748;329951;5;1;24/09/2024
128167;115800;3;2;10/10/2024
90999;330347;4;4;09/03/2024
68143;330319;5;2;03/07/2024
125398;58597;5;5;26/02/2024
13628;98374;8;5;29/05/2024
3727;128251;1;1;24/10/2024
124854;169716;7;1;23/03/2024
144870;80169;7;3;22/06/2024
119340;212754;4;1;24/09/2024
106699;180177;8;5;18/10/2024
130729;53690;2;3;28/01/2024
12493;184411;6;4;15/07/2024
69015;229388;6;5;19/10/2024
142853;28443;9;2;11/01/2024
159302;176654;4;4;28/01/2024
178729;328561;8;2;02/10/2024
23307;45877;8;5;23/08/2024
171520;78015;9;1;22/06/2024
190722;331515;2;1;02/02/2024
181532;96104;9;5;29/09/2024
173864;76794;6;1;01/02/2024
160196;192720;6;1;23/08/2024
8993;46014;7;4;24/07/2024
179140;253192;7;3;20/08/2024
155556;118607;3;5;18/07/2024
39284;259424;7;3;14/02/2024
99576;189186;3;3;28/05/2024
112028;87272;7;5;15/11/2024
71712;35409;2;2;28/03/2024
190970;171299;4;2;04/08/2024
94978;345237;1;5;14/04/2024
175460;35670;4;2;21/03/2024
66215;257803;5;3;06/03/2024
64928;35859;4;1;01/01/2024
163406;145920;8;2;11/07/2024
69330;229603;2;1;10/10/2024
30697;251446;2;4;05/04/2024
71464;341600;3;3;03/07/2024
189383;161339;6;1;17/05/2024
29895;36279;3;5;25/05/2024
70458;188679;4;2;07/07/2024
35144;23595;5;2;06/07/2024
15260;190875;6;2;29/02/2024
52995;188992;4;1;11/06/2024
82565;214879;4;5;14/01/2024
44381;314382;4;2;28/10/2024
165687;41315;5;1;14/07/2024
2733;89120;5;4;29/10/2024
152385;238297;8;2;08/08/2024
43099;268357;2;1;29/08/2024
50775;91133;6;5;31/05/2024
156747;234454;4;2;14/05/2024
122407;336315;3;1;20/02/2024
108418;142085;4;3;26/08/2024
50819;262079;5;2;21/10/2024
125059;278526;6;2;21/08/2024
1818;44244;7;3;12/01/2024
161585;14240;8;3;11/01/2024
118153;159346;7;5;10/06/2024
127;7482;9;1;19/09/2024
68683;20113;2;5;19/04/2024
185175;99290;9;5;20/04/2024
139400;189217;6;3;06/03/2024
192305;32214;3;2;31/07/2024
84606;290267;6;2;17/06/2024
119201;158460;9;5;19/04/2024
45418;20275;3;2;30/09/2024
99519;197692;9;1;29/09/2024
56178;195910;5;1;29/02/2024
65732;145285;4;4;03/03/2024
99135;174216;7;5;11/06/2024
90020;181511;2;1;23/06/2024
47778;144166;2;2;17/02/2024
75862;7512;1;4;21/07/2024
84376;216097;9;2;25/02/2024
29188;3561;5;2;11/04/2024
126619;330700;1;1;12/03/2024
140222;324668;3;5;01/10/2024
192278;326071;3;2;27/03/2024
133480;316621;3;4;23/09/2024
141993;187845;3;4;07/09/2024
2346;181799;3;2;18/06/2024
74698;249079;4;2;08/09/2024
151801;345714;7;2;28/09/2024
137776;166991;1;5;04/04/2024
115501;275631;4;1;02/01/2024
14882;47399;9;3;17/03/2024
129840;27731;4;5;30/05/2024
61535;31194;8;5;02/09/2024
150561;261552;6;3;23/08/2024
175498;86391;2;4;08/04/2024
174685;148172;2;4;14/05/2024
175799;297291;5;3;28/09/2024
184976;169396;5;4;15/05/2024
178798;39279;5;1;12/01/2024
56879;263469;5;2;01/04/2024
94054;54274;1;5;31/03/2024
51544;269970;7;1;14/08/2024
121180;130728;8;2;19/03/2024
122238;125884;8;2;04/04/2024
60332;117521;7;3;22/03/2024
146007;5576;7;5;02/10/2024
59926;160111;3;2;16/07/2024
90885;252593;3;1;11/10/2024
157402;240496;6;3;28/03/2024
161957;98141;2;5;24/10/2024
31417;91063;4;1;14/11/2024
3805;301757;8;5;09/03/2024
145196;317500;1;4;26/08/2024
57274;321298;3;3;27/07/2024
107136;120756;1;4;14/10/2024
163920;307560;6;3;17/07/2024
148915;74383;1;1;23/02/2024
121017;279046;1;2;06/02/2024
140044;239173;3;4;01/09/2024
43286;124524;6;2;26/04/2024
45385;49668;2;4;18/06/2024
91269;19339;8;5;10/01/2024
45820;109163;9;2;30/07/2024
110891;70081;5;2;19/02/2024
29042;66490;7;4;07/10/2024
143813;212413;7;2;04/03/2024
73960;314929;3;1;16/09/2024
190684;310564;9;5;23/02/2024
178013;139237;6;4;02/10/2024
108279;68667;1;3;07/08/2024
44061;23890;7;5;13/01/2024
176556;246186;8;4;13/08/2024
130036;1614;4;2;20/03/2024
183666;131729;2;3;11/04/2024
34593;223662;9;3;23/08/2024
5585;337255;6;4;29/01/2024
101389;80878;7;4;20/06/2024
174180;216993;4;5;13/02/2024
15482;141205;2;4;21/06/2024
30142;231751;7;1;03/05/2024
135284;216498;3;4;24/09/2024
13444;156829;6;1;18/05/2024
47301;26385;8;1;30/06/2024
84376;38472;3;1;04/03/2024
190234;243407;6;3;11/06/2024
81732;185330;5;5;19/09/2024
76719;254827;2;4;07/02/2024
118911;330380;1;1;06/07/2024
66032;21141;9;3;18/01/2024
2949;195673;6;1;08/07/2024
21729;3328;5;1;24/03/2024
160849;348852;9;4;12/06/2024
114839;237733;3;3;05/10/2024
192812;222347;3;2;05/08/2024
166048;294783;6;4;23/07/2024
192996;79880;6;5;06/10/2024
62784;322885;3;1;02/07/2024
135699;234592;7;4;12/09/2024
71674;53442;8;4;16/09/2024
124290;289858;4;5;05/09/2024
10005;279777;2;1;26/04/2024
16804;343301;9;3;02/09/2024
120739;15578;3;3;22/05/2024
64850;160045;5;1;18/04/2024
110124;142125;2;4;05/06/2024
52886;227596;2;1;02/02/2024
170647;174107;1;5;05/02/2024
168790;75880;2;1;25/01/2024
53768;265524;1;4;01/02/2024
25182;63490;7;4;13/05/2024
96655;180315;4;4;30/10/2024
26276;296540;6;1;16/10/2024
44082;291844;8;2;10/02/2024
159794;16129;3;5;02/04/2024
39083;287216;3;4;06/10/2024
84046;41894;8;5;16/09/2024
27535;334702;4;4;24/10/2024
17972;184943;6;3;30/05/2024
101290;197797;9;2;02/11/2024
191985;320710;3;1;24/05/2024
60615;162468;1;3;27/04/2024
96072;187567;8;5;03/05/2024
89554;291956;1;3;11/03/2024
25060;274662;9;4;26/03/2024
61210;187793;3;3;05/02/2024
188422;68163;5;5;21/03/2024
84369;214516;3;3;15/11/2024
142866;332081;6;3;12/04/2024
50051;39508;4;5;05/01/2024
24606;229778;6;3;06/06/2024
118010;99839;2;2;09/10/2024
170233;311040;4;5;30/04/2024
48115;271630;3;2;14/02/2024
50714;120372;6;4;05/02/2024
10922;327533;2;2;01/05/2024
179895;302610;2;1;01/03/2024
141401;184624;5;2;28/07/2024
62333;295928;8;3;04/08/2024
161659;221532;8;2;04/09/2024
161947;278832;7;4;07/05/2024
179481;129230;6;1;25/03/2024
75522;163212;3;2;07/08/2024
101582;26461;6;2;12/01/2024
14211;91356;1;2;16/07/2024
106930;278605;1;3;13/08/2024
192647;302472;1;3;01/10/2024
118417;255134;1;2;22/04/2024
99912;74799;7;3;02/04/2024
135223;168419;2;3;16/04/2024
14984;243763;1;4;28/06/2024
11406;4146;4;1;15/09/2024
11594;341602;3;2;06/07/2024
12698;327948;8;4;28/08/2024
148982;326563;7;1;21/05/2024
107577;86136;8;1;02/06/2024
52588;46939;6;3;15/03/2024
133056;68952;9;3;10/03/2024
102611;12023;6;4;16/07/2024
138904;232643;1;2;23/09/2024
175580;250020;8;1;25/02/2024
98296;228035;9;2;06/03/2024
128812;312751;4;4;05/05/2024
87016;318384;9;5;27/08/2024
83355;75783;5;2;20/05/2024
94316;264585;7;3;12/09/2024
158959;129509;9;1;30/08/2024
146251;298059;5;1;05/08/2024
101874;205811;8;4;20/05/2024
140967;37427;7;4;09/09/2024
140886;305916;7;5;05/07/2024
132733;222813;3;2;17/10/2024
138762;175029;3;4;26/06/2024
154463;128332;3;5;24/05/2024
72949;248705;5;4;09/04/2024
131446;222242;1;4;17/05/2024
179523;277450;4;4;23/09/2024
77889;125660;4;3;15/10/2024
30376;152015;1;5;14/10/2024
62329;344749;7;4;21/10/2024
24879;17833;3;2;10/02/2024
159;336621;4;3;20/03/2024
10753;340672;7;5;08/05/2024
103353;250214;4;5;12/11/2024
77701;115489;8;5;05/04/2024
184272;325705;1;2;26/03/2024
172485;103047;6;3;12/03/2024
81245;262822;5;1;24/01/2024
183287;41782;2;1;06/03/2024
30930;125745;1;4;03/01/2024
152474;192738;4;5;16/06/2024
101036;131255;5;1;04/08/2024
174539;64175;5;4;19/03/2024
47571;265170;6;1;16/06/2024
187228;136564;3;5;03/02/2024
26760;317345;3;2;06/09/2024
158378;58508;7;2;13/09/2024
150737;134724;9;2;04/10/2024
39506;293487;8;2;02/06/2024
59843;266581;1;1;25/04/2024
53334;243660;4;3;14/02/2024
107678;286051;5;4;29/05/2024
8252;254287;1;5;06/07/2024
188767;68771;4;3;08/03/2024
72464;7546;8;3;09/02/2024
30769;19515;2;1;30/09/2024
41486;248737;5;1;21/05/2024
128395;265287;1;1;21/04/2024
163169;332497;8;5;28/05/2024
130893;216940;6;4;22/10/2024
192063;168646;1;5;18/07/2024
7186;36251;3;2;22/05/2024
68953;317953;8;4;19/05/2024
18453;269453;2;1;28/05/2024
77991;332558;5;2;21/07/2024
187591;195208;2;1;22/02/2024
94413;213241;8;5;15/07/2024
12916;59685;1;2;23/02/2024
192636;325525;7;1;18/04/2024
54406;221789;4;3;31/07/2024
28175;156323;5;4;12/10/2024
105482;94637;6;2;08/02/2024
119076;182389;4;3;28/04/2024
48992;137495;7;3;28/03/2024
3801;19060;5;2;01/11/2024
185299;142843;8;1;13/04/2024
131069;235596;1;4;14/11/2024
94349;256689;2;5;11/06/2024
59343;295740;1;4;10/04/2024
32239;317083;9;2;12/11/2024
79149;251185;5;2;23/05/2024
121533;199987;2;1;14/11/2024
160412;248082;3;1;10/05/2024
160575;132399;6;2;26/04/2024
186642;258474;4;2;14/06/2024
91557;324230;9;4;12/01/2024
134396;63766;1;3;15/03/2024
110913;4155;9;1;17/06/2024
194253;288312;8;3;01/05/2024
150886;167765;5;5;31/03/2024
165222;286785;7;3;28/08/2024
56528;217274;2;1;17/03/2024
36377;17920;9;1;13/07/2024
131524;330477;9;3;27/06/2024
