id_cidade;bairro
2310;Santa Rita 
2310;Ernesto Nascimento 
2310;Vale do Jatoba 
2310;Jardim do Vale 
2310;Conjunto Jatoba 
2310;Novo Santa Cecilia 
2310;Vila Pinho 
2310;Brasil Industrial 
2310;Diamante 
2310;Olaria 
2310;CDI Jatoba 
2310;Santa Cecilia 
2310;Vila Formosa 
2310;Castanheira 
2310;Miramar 
2310;Santa Helena 
2310;Teixeira Dias 
2310;Barreiro 
2310;Santa Margarida 
2310;Ademar Maldonado 
2310;Atila de Paiva 
2310;Vila Atila de Paiva 
2310;João Paulo II 
2310;Vila Tirol 
2310;Tirol 
2310;Lindéia 
2310;Serra Verde 
2310;Varzea da Palma 
2310;Venda Nova 
2310;Vila Canto do Sabiá 
2310;Vila Copacabana 
2310;Vila dos Anjos 
2310;Vila Satélite 
2310;Vila São João Batista 
2310;Vila Piratininga Venda Nova 
2310;São Marcos 
2310;Ipe 
2310;Goiania 
2310;Morro dos Macacos 
2310;São Benedito 
2310;Guanabara 
2310;Vila da Luz 
2310;Maria Goretti 
2310;Pirajá 
2310;Eymard 
2310;Vitoria 
2310;Pousada Santo Antonio 
2310;Bela Vitoria 
2310;Jardim Vitoria 
2310;Vila Maria 
2310;Mirtes 
2310;São Gabriel 
2310;Vila São Gabriel Jacui 
2310;Vila São Dimas 
2310;Vila Esplanada 
2310;Vila São Gabriel 
2310;Dom Silverio 
2310;Boa Esperança 
2310;Tres Marias 
2310;Ouro Minas 
2310;Vila Ouro Minas 
2310;Belmonte 
2310;Nazare 
2310;Vista do Sol 
2310;Grotinha 
2310;Acaiaca 
2310;Paulo VI 
2310;Beira Linha 
2310;Ribeiro de Abreu 
2310;Antonio Ribeiro de Abreu 1ª Seção 
2310;Antonio Ribeiro de Abreu 2ª Seção 
2310;Antonio Ribeiro de Abreu 3ª Seção 
2310;Capitão Eduardo 
2310;Conjunto Paulo VI 
2310;Conjunto Capitão Eduardo 
2310;Beija Flor 
2310;Itapoa 
2310;Santa Amelia 
2310;Santa Branca 
2310;Santa Monica 
2310;São Tomaz 
2310;Unidas 
2310;Universo 
2310;Aarão Reis 
2310;Bacurau 
2310;Biquinhas 
2310;Boa União 1ª Seção 
2310;Boa União 2ª seção 
2310;Campo Alegre 
2310;Canaa 
2310;Conjunto Floramar 
2310;Conjunto Providencia 
2310;Etelvina Carneiro 
2310;Floramar 
2310;Frei Leopoldo 
2310;Granja Werneck 
2310;Guarani 
2310;Heliopolis 
2310;Jaqueline 
2310;Jardim Felicidade 
2310;Jardim Guanabara 
2310;Juliana 
2310;Lajedo 
2310;Madri 
2310;Maria Tereza 
2310;Mariquinhas 
2310;Minaslandia 
2310;Mirante 
2310;Monte Azul 
2310;Novo Aarão Reis 
2310;Novo Tupi 
2310;Planalto 
2310;Primeiro de Maio 
2310;Providencia 
2310;Vila SESC 
2310;São Bernardo 
2310;São Damião 
2310;São Gonçalo 
2310;Vila Jardim Leblon 
2310;Satelite 
2310;Solimoes 
2310;Tupi A 
2310;Tupi B 
2310;Vila Cloris 
2310;Vila Minaslandia 
2310;Vila Nova 
2310;Vila Primeiro de Maio 
2310;Zilah Sposito 
2310;Apolonia 
2310;Candelaria 
2310;Cenaculo 
2310;Conjunto Minas Caixa 
2310;Conjunto Serra Verde 
2310;Vila Mantiqueira 
2310;Europa 
2310;Flamengo 
2310;Jardim dos Comerciarios 
2310;Jardim Leblon 
2310;Lagoa 
2310;Lagoinha Leblon 
2310;Laranjeiras 
2310;Leticia 
2310;Mantiqueira 
2310;Maria Helena 
2310;Minas Caixa 
2310;São João Batista 
2310;Nova America 
2310;Parque São Pedro 
2310;Piratininga 
2310;Rio Branco 
2310;Vila Santa Monica 1ª Seção 
2310;Vila Santa Monica 2ª Seção 
2310;Itaipu 
2310;Nossa Senhora Aparecida 
2316;Angola 
2316;Arquipélago Verde 
2316;Bandeirinhas 
2316;Brasiléia 
2316;Cachoeira 
2316;Centro 
2316;Chácara 
2316;Cidade Verde 
2316;Decamão 
2316;D.I. Bandeirinhas 
2316;Estância do Sereno Sede 
2316;Filadélfia 
2316;Guarujá 
2316;Horto 
2316;Ingá Alto 
2316;Jardim Casa Branca 
2316;Jardim da Cidade 
2316;Marmeleiros 
2316;Morada do Trevo 
2316;Petrópolis 
2316;Salomé 
2316;Santa Inês 
2316;São João 
2316;Vila Alpina 
2316;Alto das Flores 
2316;Bom Repouso 
2316;Bom Retiro 
2316;C.H. Homéro Gil 
2316;Ingá 
2316;Novo Horizonte 
2316;Ponte Alta 
2316;Residencial Lagoa 
2316;Residencial Taquaril 
2316;Santa Fé 
2316;Santa Lúcia 
2316;Senhora das Graças 
2316;Vila das Flores 
2316;Betim Industrial 
2316;C. H. Bueno Franco 
2316;São Sebastião 
2316;Cruzeiro do Sul 
2316;Dom Bosco 
2316;Duque de Caxias 
2316;Espírito Santo 
2316;Icaivera / Parque do Cedro 
2316;Itacolomi 
2316;Jardim Alterosas Primeira Seção 
2316;Jardim Alterosas Segunda Seção 
2316;Jardim Brasília 
2316;Niterói 
2316;Parque das Indústrias 
2316;Senhora de Fátima 
2316;Vargem das Flores / C. H. Jalila C. Pedrosa 
2316;Campos Elíseos 
2316;C. H. José Gomes de Castro 
2316;Cruzeiro 
2316;D. I. Paulo Camilo / Sul 
2316;Estância do Sereno PTB 
2316;Guanabara 
2316;Jardim Nazareno 
2316;D. I. Jardim Piemonte / Sul 
2316;Paulo Camilo 
2316;Petrovale 
2316;Presidente Kenedy 
2316;Santa Cruz 
2316;Vila Verde 
2316;Alvorada 
2316;Amazonas 
2316;D. I. Paulo Camilo / Norte 
2316;Riacho III 
2316;D. I. Jardim Piemonte / Norte 
2316;Jardim Terezópolis 
2316;Renascer 
2316;Santo Antônio 
2316;Vila Esperança 
2316;Aroeiras 
2316;C. H. Dicalino Cabral 
2316;Casa Amarela 
2316;Citrolândia 
2316;Paquetá 
2316;Parque Ipiranga 
2316;Santa Izabel 
2316;São Jorge 
2316;São Marcos 
2316;São Salvador 
2316;Açude 
2316;Gentileza 
2316;Flores e Florestas 
2316;Califórnia 
2316;Marimbá 
2316;Pimentas 
2316;Pingo D'Água 
2316;Quintas dos Godoy 
2316;Vianópolis 
2316;Residencial Monserrat 
2316;Santo Afonso 
2316;Bodocó 
2316;Brodoski 
2316;Saraiva 
2316;Vale Verde 
2316;Amarante 
2316;Capelinha 
2316;Granja Verde 
2316;Imbiruçu 
2316;Laranjeiras 
2316;Nova Baden 
2316;Parque das Acacias 
2316;São Caetano 
2316;São Cristovão 
2316;São Luis 
2316;Vila Cristina / C.H. Celso A. Pedra 
2316;Vila Universal 
2318;Centro 
2318;Santa Terezinha 
2318;Gilson Lamha 
2318;Retto Júnior 
2318;Edgar Antônio Moreira 
2318;Santana 
2318;Todos Santos 
2318;Santa Tereza 
2318;Souza Mattos 
2318;Leopoldina 
1902;Centro 
1902;Altamira 
1902;Balduíno 
1902;Bela Vista 
1902;Boa Esperança 
1902;Godói 
1902;Ivete Guerreiro Daniel 
1902;Jorge de Paula Gouveia 
1902;Luiz Ângelo de Souza 
2389;Centro 
2389;Triângulo 
2389;Panorama 
2389;Chevrand 
2389;Ouro Verde 
2389;Santa Maria 
2389;Varginha 
2389;Amendoeira 
2389;Santo Onofre 
2389;Caixa D'Água 
2389;Santa Emília 
2389;Coroado 
2389;Eldorado 
2389;Aeroporto 
2389;Floresta 
2390;Limoeiro 
2390;Nossa Senhora Aparecida 
2390;Santo Antônio 
2390;Esperança 
2390;Santa Cruz 
2390;Anapolis 
2390;Dario Grossi 
2390;Nossa Senhora das Graças 
2390;Zacarias Cimini 
2390;Esplanada 
2390;Santa Zita 
2390;Salatiel 
2399;Central 
2399;Rosário 
2399;Parque da Banheira 
2399;Village Veth 
2399;Alvorada 
2399;Lagoinha 
2399;Paranaíba 
2399;Parque do Taboão 
2399;Santa Cruz 
2399;Morro Grande 
2399;Niterói 
2399;Alto Niterói 
2399;Minas Gerais 
2399;Jardim JB 
2399;Bela Vista 
2399;Parque Bela Vista 
2399;Amazonas 
2399;Paraízo 
2399;Boaventura Braz 
2434;Jardim Acapulco 
2434;Jardim Alvorada 
2434;Jardim Alto Sol 
2434;José Borges de Sene 
2434;Conjunto Habitacional Antonio N. Miziara 
2434;Conjunto Habitacional João Staciarini 
2434;Conjunto Habitacional Felipe Mansur 
2434;Residencial Jardins 
2434;Conjunto Habitacional Lidio Antunes Oliveira 
2434;Aziz Mansur 
2434;D. Maruca 
2434;Vila Santo Amaro 
2434;Vila Santa Isabel 
2434;Centro 
2434;Jardim São Francisco de Assis 
2434;Portal D'Leste 
2434;Jardim Aeroporto 
2456;Centro 
2456;Gameleira 
2456;Padre Lázaro Menezes 
2456;Mangabeiras 
2456;São Domingos 
2456;Piteiras 
2456;Santa Maria 
2456;Sagrada Família 
2456;União 
2456;Taquaril 
2456;Boa Esperança 
2456;Morada Nova 
2456;Dom Bosco 
2456;Brasil Novo 
2456;Aeródromo 
2456;Industrial 
2456;Aeroporto 
2456;Tomaz Machado 
2457;Alto Geovannini 
2457;Amaro Lanari 
2457;Aparecida do Norte 
2457;Bela Vista 
2457;Belvedere 
2457;Bom Jesus 
2457;Caladinho 
2457;Centro 
2457;Aldeia do Lago 
2457;Dos Professores 
2457;Gávea 
2457;Lagoa da Mata 
2457;Mangueiras 
2457;Morada do vale 
2457;Nazaré 
2457;Nova Tijuca 
2457;Nossa Senhora da Penha 
2457;Ponte Nova 
2457;Santa Helena 
2457;Santa Terezinha 
2457;Todos os Santos 
2457;Universitário 
2457;Chacreamento Caladinho 
2457;Distrito Industrial 
2457;Parque Industrial Novo Reno 
2457;Residencial Pomar 
2457;Vila Jacinto das Neves 
2457;Vila m. Linhares 
2457;Vila São Domingos 
2457;Vila São Francisco 
2457;Area 1 de Transição urbano/rural 
2457;Area 2 de transição Urbana/rural 
2457;Alipinho 
2457;Caladão 
2457;Contente 
2457;Córrego Alto 
2457;Florença 
2457;Floresta 
2457;Frederico Ozanan 
2457;Geovannini 
2457;Jardim Primavera 
2457;José da Silva Brito 
2457;Judith Bhering 
2457;Julia Kubistchek 
2457;Manoel Domingos 
2457;Manoel Maia 
2457;Maria Delfina Benevides 
2457;Melo Viana 
2457;Nossa Senhora do Carmo 
2457;Olaria 
2457;Potyra 
2457;Recanto Verde 
2457;Santa Cruz 
2457;Santa Ines 
2457;Santa Luzia 
2457;Santa Rita 
2457;Santo Eloy 
2457;São Cristovão 
2457;São Domingos 
2457;São Geraldo 
2457;São Vicente de Paula 
2457;Silvio Pereira I 
2457;Silvio Pereira II 
2457;Surinan 
2457;Tranquilão 
2457;Chacara Ouro Verde 
2457;Residencial Fazendinha 
2457;Residencial Pedra linda 
2457;Vila Bom Jesus 
2457;Santo Antonio 
2544;Pantanal 
2544;Maria Cecília 
2559;Alto Esplanada 
2559;Azteca 
2559;Belvedere 
2559;Distrito Industrial 
2559;Castanheiras 
2559;Chácara Boa Sorte 
2559;Chácaras Braúnas 
2559;Chácaras Canaã 
2559;Chácaras Encosta do Sol 
2559;Chácaras Recanto da Cachoeira 
2559;Capim 
2559;Carapina 
2559;Cardo 
2559;Centro 
2559;Cidade Jardim 
2559;Cidade Nova 
2559;Conquista 
2559;Elvamar 
2559;Esperança 
2559;Esplanada 
2559;Esplanadinha 
2559;Floresta 
2559;Fraternidade 
2559;Ilha dos Araújos 
2559;Jardim Alice 
2559;Jardim Alvorada 
2559;Jardim Atalaia 
2559;Jardim do Trevo 
2559;Jardim Ipê 
2559;Jardim Pérola 
2559;Jardim Vera Cruz 
2559;Kennedy 
2559;Lagoa Santa 
2559;Lourdes 
2559;Mãe de Deus 
2559;Maria Eugênia 
2559;Morada do Acampamento 
2559;Morada do Vale 
2559;Morro do Querosene 
2559;Nossa Senhora das Graças 
2559;Nova Vila Bretas 
2559;Novo Horizonte 
2559;Parque das Aroeiras 
2559;Palmeiras 
2559;Penha 
2559;Planalto 
2559;Recanto das Garças 
2559;Residencial Figueiras 
2559;Retiro dos Lagos 
2559;Sagrada Família 
2559;Santa Helena 
2559;Santa Paula 
2559;Santa Rita 
2559;Santa Terezinha 
2559;Santo Agostinho 
2559;Santo Antônio 
2559;Santos Dumont 
2559;Santos Dumont II 
2559;São Cristóvão 
2559;São Geraldo 
2559;São Paulo 
2559;São Pedro 
2559;São Raimundo 
2559;São Tarcísio 
2559;Sir 
2559;Tiradentes 
2559;Turmalina 
2559;Universitário 
2559;Vale do Sol 
2559;Vale Pastoril 
2559;Vale Verde 
2559;Vila Bretas 
2559;Vila do Sol 
2559;Vila dos Montes 
2559;Vila Isa 
2559;Vila Mariana 
2559;Vila Mariquita 
2559;Vila Parque Ibituruna 
2559;Vila Rica 
2559;Village da Serra 
2559;Jardim Primavera 
2559;Altinópolis 
2600;Monsenhor Antônio 
2601;Centro 
2601;Novo Cruzeiro 
2601;Iguaçu 
2601;Veneza 
2601;Jardim Panorama 
2601;Caravelas 
2601;Canaã 
2601;Vila Celeste 
2601;Esperança 
2601;Córrego Novo 
2601;Limoeiro 
2601;Barra Alegre 
2601;Bom Jardim 
2601;Horto 
2601;Usipa 
2601;Ideal 
2601;Imbaúbas 
2601;Bom Retiro 
2601;Ferroviários 
2601;Cariru 
2601;Castelo 
2601;Vila Ipanema 
2601;Cidade Nobre 
2601;Industrial 
2601;Bethania 
2601;Bela Vista 
2601;Das Águas 
2601;Chácaras Madalena 
2601;Chácaras Oliveira 
2601;Usiminas 
2601;Parque Ipanema 
2601;Taubas 
2601;Pedra Branca 
2607;Centro 
2607;Boa Viagem 
2607;Tombadouro 
2607;Saudade 
2607;Praia 
2607;Lourdes 
2607;Bela Vista 
2607;Santa Efigênia 
2607;São José 
2607;Novo Itabirito 
2607;Cardoso 
2607;São Geraldo 
2607;Santa Tereza 
2607;Monte Sinai 
2607;Gutierrez 
2607;Munu 
2607;Matozinhos 
2607;Santa Rita 
2607;Vila Gonçalo 
2607;Vila João Carolino 
2607;Vila José Lopes 
2607;Santo Antônio 
2607;Capanema 
2607;Esperança 
2607;Nossa Senhora de Fátima 
2607;Agostinho Rodrigues 
2607;Perobas 
2627;Centro 
2627;Irmãos Auler 
2627;Olaria 
2627;Cidade Leonani 
2627;Vila Vilaça 
2627;Vila Tavares 
2627;Padre Eustáquio 
2627;Fazenda da Chácara 
2627;Antunes 
2627;Eldorado 
2627;Vila Santiago 
2627;Residencial Veredas 
2627;Lourdes 
2627;Vila Mozart 
2627;Nova Vila Mozart 
2627;Fazenda Morro do Engenho 
2627;Vargem Verde 
2627;Pio XII 
2627;Santo Antônio 
2627;Nogueira Machado 
2627;Residencial Morro do Sol 
2627;Nogueirinha 
2627;Piedade 
2627;Cerqueira Lima 
2627;Belveder 
2627;Tropical 
2627;Vila Nazaret 
2627;Residencial Novo Horizonte 
2627;Universitário 
2627;Das Graças 
2627;São Judas Tadeu 
2627;Vila Augusto Chaves 
2627;Residencial Victor Gonçalves de Souza 
2627;Santa Mônica 
2627;Cidade Universitária 
2627;Conjunto Habitacional Jadir Marinho de Faria 
2627;Santanense 
2627;Vila Santa Maria 
2627;Chácara Quitão 
2627;Vila Washington 
2627;Garcias 
2627;São Geraldo 
2627;Alaíta 
2627;Aeroporto 
2627;Residencial São Geraldo 
2627;Três Marias 
2627;Morada Nova 
2627;Cidade Nova 
2627;Residencial Santanense 
2627;Parque Jardim Santanense 
2627;São Bento 
2627;Itaunense 
2631;Sol Nascente 
2631;Ribeiro 
2631;Guimarães 
2631;Pirapitinga 
2631;Marta Helena 
2631;Vila Hélio 
2631;Platina 
2631;Alvorada 
2631;Satélite Andradina 
2631;Novo Mundo 
2631;Central 
2631;Natal 
2631;Elândia 
2631;Santa Maria 
2631;Tupã 
2631;Independência 
2631;Brasil 
2631;Carvalho 
2631;Junqueira 
2631;Jardim do Rosário 
2631;Camargos 
2631;Novo Horizonte 
2631;Universitário 
2631;Progresso 
2631;Ipiranga 
2631;Bela Vista 
2631;Cristina 
2631;Nossa Senhora Aparecida 
2631;Maria Vilela 
2631;Santo Antônio 
2631;São José 
2631;Gardênia 
2631;Paranaíba 
2631;Tiradentes 
2631;Setor Norte Industrial 
2631;Lagoa Azul 
2631;Residencial Eldorado 
2631;Residencial Santa Edwiges 
2631;Novo Tempo I 
2631;Novo Tempo II 
2631;Distrito Industrial 
2631;Residencial Monte Verde 
2631;Mirim 
2631;Jardim Jamila 
2631;Lagoa Azul II 
2631;Vila Esperança 
2631;Morada do Sol 
2631;Residencial Primavera 
2631;Residencial Drummond 
2631;Residencial Canaã 
2631;Condomínio Residencial Buritis 
2631;Residencial Jardim Copacabana 
2631;Jardim Europa 
2651;Alvorada 
2651;Santa Luzia 
2664;Santa Terezinha 
2664;Centenário 
2664;Bairu 
2664;Manoel Honório 
2664;Mariano Procópio 
2664;Fábrica 
2664;Morro da Glória 
2664;Santa Catarina 
2664;Jardim Glória 
2664;Jardim Santa Helena 
2664;Vale do Ipê 
2664;Vitorino Braga 
2664;Botanagua 
2664;Centro 
2664;Costa Carvalho 
2664;Poço Rico 
2664;Jardim Paineiras 
2664;Grambery 
2664;São Mateus 
2664;Alto dos Passos 
2664;Bom Pastor 
2664;Dom Bosco 
2664;Mundo Novo 
2664;Boa Vista 
2664;Santa Cecília 
2664;Cascatinha 
2664;Borboleta 
2664;Morro do Imperador 
2664;Martelos 
2664;São Pedro 
2664;Teixeiras 
2664;Aeroporto 
2664;Novo Horizonte 
2664;Salvaterra 
2664;Nova Califórnia 
2664;Cruzeiro de Santo Antônio 
2664;Barbosa Lage 
2664;Jóckey Club 
2664;Jardim Natal 
2664;Francisco Bernardino 
2664;Carlos Chagas 
2664;Cerâmica 
2664;Monte Castelo 
2664;Esplanada 
2664;Benfica 
2664;Barreira do Triunfo 
2664;Reprêsa 
2664;Remonta 
2664;Nova Era 
2664;Santa Cruz 
2664;Nossa Senhora de Lourdes 
2664;São Bernardo 
2664;São Benedito 
2664;Cesário Alvim 
2664;Grajaú 
2664;Meggliolário 
2664;Bonfim 
2664;Eldorado 
2664;Jardim Bonclima 
2664;Santa Rita de Cássia 
2664;Progresso 
2664;Granjas Bethania 
2664;Vale dos Bandeirantes 
2664;Linhares 
2664;Muçunge da Grama 
2664;Ozanan 
2664;Vila Olavo Costa 
2664;Vila Furtado de Menezes 
2664;Santo Antônio do Paraibuna 
2664;Barão do Retiro 
2664;Vila Ideal 
2664;Graminha 
2664;Floresta 
2664;Ipiranga 
2664;Santa Luzia 
2664;Bomba de Fogo 
2664;São Geraldo 
2664;Sagrado Coração de Jesus 
2664;Santa Efigênia 
2664;Industrial 
2664;São Dimas 
2699;Pinheiro 
2703;Jardim Guanabara 
2738;Paloma 
2738;Santo Antônio 
2738;Industrial 
2738;Rancho Alegre 
2738;Flamengo 
2738;Bela Vista 
2738;Prudente 
2738;Santa Maria 
2738;Petrópolis 
2738;Chapada 
2755;Centro 
2755;Laticínios 
2755;Feirinha 
2755;Cruzeiro 
2755;Getúlio Vargas 
2755;Stella Matutina 
2755;Vila Operária 
2755;Pedra Negra 
2755;Sete de Setembro 
2755;São Geraldo 
2755;Vila Nova 
2755;Nak Nuk 
2755;Zarur 
2755;Vila Esperança 
2755;Romilda Ruas 
2755;Nossa Senhora de Fátima 
2755;Israel Pinheiro 
2766;São Sebastião 
2766;São João 
2766;Centro 
2766;São Francisco 
2766;Rosário 
2766;Industrial 
2803;Centro 
2803;São Francisco 
2803;Penha 
2803;Santa Casa 
2803;Canjeranus 
2803;São Benedito 
2803;Belo Horizonte 
2803;Nossa Senhora das Graças 
2803;Muarama 
2803;Universitário 
2803;Aeroporto 
2803;Cohab 
2803;Vila São José 
2803;Califórnia 
2803;Coimbras 
2803;Polivalente 
2803;Santa Luzia 
2803;Bela Vista 
2803;Jardim Colégio de Passos 
2803;Vila Rica 
2803;Aclimação 
2803;Nossa Senhora Aparecida 
2803;João Paulo II 
2805;Centro 
2805;Sobradinho 
2805;Jardim América 
2805;Rosário 
2805;Aurélio Caixeta 
2805;São Francisco 
2805;Jardim Paraíso 
2805;Jardim Centro 
2805;Antônio Caixeta 
2805;Boa Vista 
2805;Eldorado 
2805;Cónego Getúlio 
2805;Lagoa Grande 
2805;Brasil 
2805;Várzea 
2805;Santo Antônio 
2805;Copacabana 
2805;Guanabara 
2805;Lagoinha 
2805;Cerrado 
2805;Nossa Senhora das Graças 
2805;Padre Eustáquio 
2805;Residencial Sorriso 
2805;Coração Eucarístico 
2805;Nossa Senhora de Fátima 
2805;Jardim Itamarati 
2805;Alvorada 
2805;Caramuru 
2805;Alto dos Caiçaras 
2805;Caiçaras 
2805;Abner Afonso 
2805;Bela Vista 
2805;Vila Garcia 
2805;Nova Floresta 
2805;Alto da Colina 
2805;Morada do Sol 
2805;Jardim Esperança 
2805;Residencial Monjolo 
2805;Jardim Aquárius 
2805;Novo Horizonte 
2805;Jardim Califórnia 
2805;Jardim Floresta 
2805;Valparaíso 
2805;Cidade Jardim 
2805;Jardim Recanto 
2805;Sebastião Amorim 
2805;Jardim Panorâmico 
2805;São José Operário 
2805;Brasília 
2805;Nossa Senhora Aparecida 
2805;Santa Terezinha 
2805;Cristo Redentor 
2805;Santa Luzia 
2805;Vila Rosa 
2805;Jardim Paulistano 
2805;Jardim dos Andrades 
2805;Cidade Nova 
2805;Jardim Céu Azul 
2805;Ipanema 
2805;Residencial Gramado 
2805;Planalto 
2805;Distrito Industrial I 
2805;Distrito Industrial II 
2805;Residencial Barreiro 
2806;São Judas Tadeu 
2806;São Benedito 
2806;Santa Terezinha 
2806;Matinha 
2806;São Cristóvão 
2806;Marciano Brandão 
2806;Santo Antônio 
2806;São Vicente 
2806;Cidade Jardim 
2806;Constantino 
2806;Nossa Senhora de Fátima 
2806;São Francisco 
2806;Cruzeiro da Serra 
2806;Industrial 
2806;São Lucas 
2806;Dona Diva 
2806;Morada Nova 
2806;Boa Esperança 
2806;Amir Amaral 
2806;Congonhas 
2806;Olímpio Nunes 
2806;Morada do Sol 
2806;Carajás 
2806;Serra Negra 
2806;Nações 
2806;Manuel Nunes 
2806;Afrânio Amaral 
2806;Jardim Eldorado 
2806;Aeroporto 
2806;Ouro Preto 
2806;Centro 
2806;Eneias Ferreira de Aguiar 
2811;Centro 
2811;Engenho Novo 
2811;Bomba 
2811;Sagrado Coração de Jesus 
2811;Cachoeirinha 
2811;Taquaral 
2811;Alvorada 
2811;Nova Alvorada 
2843;Centro 
2843;Santo Antônio 
2843;Nossa Senhora Aparecida 
2843;São Francisco 
2843;Industrial 
2843;Cícero Passos 
2843;Distrito Industrial 
2843;Pernambuco 
2843;São Geraldo 
2843;Nossa Senhora do Rosário 
2843;Loteamento Primavera 
2843;Conjunto Habitacional João Guimarães 
2843;Nova Pirapora 
2843;São João Batista 
2843;Chácaras Muniz 
2843;Arístides Stokler Azevedo 
2843;Cidade Jardim Mansões 
2843;Cidade Jardim 
2843;Itacolomy 
2843;Sagrada Família 
2843;Bom Jesus 
2843;Santos Dumont 
2843;Nossa Senhora de Fátima 
2843;Cinquentenário 
2849;Região Urbana Homogênea I 
2849;Região Urbana Homogênea II 
2849;Região Urbana Homogênea III 
2849;Região Urbana Homogênea IV 
2849;Região Urbana Homogênea V 
2849;Região Urbana Homogênea VI 
2849;Região Urbana Homogênea VII 
2849;Região Urbana Homogênea VIII 
2849;Região Urbana Homogênea IX 
2849;Região Urbana Homogênea X 
2849;Região Urbana Homogênea XI 
2849;Região Urbana Homogênea XII 
2849;Região Urbana Homogênea XIII 
2849;Região Urbana Homogênea XIV 
2849;Região Urbana Homogênea XV 
2849;Região Urbana Homogênea XVI 
2849;Região Urbana Homogênea XVII 
2849;Região Urbana Homogênea XVIII 
2849;Região Urbana Homogênea XIX 
2849;Região Urbana Homogênea XX 
2849;Região Urbana Homogênea XXI 
2849;Região Urbana Homogênea XXII 
2849;Região Urbana Homogênea XXIII 
2849;Região Urbana Homogênea XXIV 
2849;Região Urbana Homogênea XXV 
2849;Região Urbana Homogênea XXVI 
2849;Região Urbana Homogênea XXVII 
2852;Anna Florência 
2852;Antarville 
2852;Antonio Girundi 
2852;Bom Jardim 
2852;Bom Pastor 
2852;Bom Viver 
2852;Chácara Vasconcelos 
2852;Central 
2852;Centro Histórico 
2852;Chácara das Flores 
2852;Cidade Nova 
2852;Copacabana 
2852;Esplanada 
2852;Fortaleza 
2852;Guarapiranga 
2852;Industrial 
2852;Nenem Mosqueira 
2852;Nossa Senhora Auxiliador 
2852;Nossa Senhora de Fátima 
2852;Nova Almeida 
2852;Nova Copacabana 
2852;Nova Suiça 
2852;Novo Horizonte 
2852;Sagrado Coração de Jesus 
2852;Palmeiras 
2852;Palmeirense 
2852;Paraíso 
2852;Primeiro de Maio 
2852;Progresso 
2852;Rasa 
2852;Recanto das Pedras 
2852;Rosario 
2852;Santa Tereza 
2852;Santo Antonio da Cidade 
2852;Santo Antonio 
2852;São Geraldo 
2852;Sargaços 
2852;Sumaré 
2852;São Judas Tadeu 
2852;São Pedro 
2852;Tijuca 
2852;Triângulo Novo 
2852;Triângulo 
2852;Triângulo Verde 
2852;Vale Suiço 
2852;Vale Verde 
2852;Vale do Ipê 
2852;Vila Alvarenga 
2852;Vila Centenária 
2852;Vila Lana 
2852;Vila Oliveira 
2852;Malvinas 
2852;Quintas do Passa Tempo 
2877;Antônio de Mattos 
2905;Santo Antônio 
2905;Chafariz 
2905;Azagaia 
2905;Eurípedes Barsanulfo 
2905;João XXIII 
2918;Centro 
2918;Novo Horizonte 
2918;Residencial Ordália Borges 
2918;JK 
2918;Palmeiras 
2918;São Judas Tadeu 
2918;Nossa Senhora das Dores 
2918;Nossa Senhora de Fátima 
2918;Céu Azul 
2963;Levindo Valadares 
2963;Horto 
2963;Santa Helena 
2968;Centro 
2968;São Geraldo 
2968;Campestre 
2968;Sol Nascente 
2968;Nossa Senhora de Fátima 
2968;Santa Terezinha 
2968;São Vicente 
2968;Jardim das Flores 
2968;Boa Esperança 
2968;Taquaril 
2968;Alto da Bela Vista 
2974;Centro 
2974;Senhor dos Montes 
2974;Fábricas 
2974;Colônia do Marçal 
2974;Matosinhos 
2974;Jardim Central 
2974;Bonfim 
2974;Tejuco 
2997;Centro 
2997;Beira Rio 
2997;Santo Antônio 
2997;Renascer 
2997;Novo Horizonte 
2997;Primavera 
3039;Nossa Senhora Aparecida 
3039;São Vicente 
3039;Albertino Conrado Eller 
3049;Centro 
3049;São Diogo 
3049;Cidade Alta 
3049;Fátima 
3049;Jardim Iracema 
3049;São Francisco 
3049;Tabajaras 
3049;Altino Barbosa 
3049;Ipiranga 
3049;Castro Pires 
3049;Frimusa 
3049;Santa Clara 
3049;São João 
3049;Lourival Soares da Costa 
3049;Mucuri 
3049;Manoel Pimenta 
3049;Teófilo Rocha 
3049;Esperança 
3049;Jardim São Paulo 
3049;Barreiros 
3049;Solidariedade 
3049;Filadélfia 
3049;Doutor Laerte Laender 
3049;Marajoara 
3049;Olga Prates Corrêa 
3049;Jardim das Acácias 
3049;Palmeiras 
3049;Minas Novas 
3049;Frei Dimas 
3049;Concórdia 
3049;Joaquim Pedrosa 
3049;São Cristóvão 
3049;Bela Vista 
3049;Novo Horizonte 
3049;Matinha 
3049;Serra Verde 
3049;Pampulhinha 
3049;São Jacinto 
3050;Ana Moura 
3050;Nucleo Industrial 
3050;Nova Esperança 
3050;Alegre 
3050;Santa Terezinha 
3050;Recanto Verde 
3050;Limoeiro 
3050;Distrito Industrial Limoeiro 
3050;Alphaville 
3050;Macuco 
3050;Santa Maria 
3050;Novo Horizonte 
3050;Olaria II 
3050;Cruzeirinho 
3050;Quitandinha 
3050;Vila Tecnicos 
3050;Serenata 
3050;Timirim 
3050;Funcionários 
3050;John Kennedy 
3050;João XXIII 
3050;Córrego Caçador 
3050;Primavera 
